# key Si N C H F r(Si) r(N) r(C) r(H) r(F)
1.020000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.030000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.040000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.050000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.060000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.070000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.080000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.090000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.100000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.110000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.120000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.130000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.140000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.150000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.160000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.170000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.180000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.190000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.200000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.210000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.220000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.230000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.240000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.250000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.260000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.270000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.280000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.290000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.300000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.310000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.320000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.330000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.340000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.350000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.360000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.370000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.380000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.390000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.400000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.410000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.420000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.430000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.440000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.450000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.460000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.470000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.480000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.490000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.500000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.510000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.520000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.530000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.540000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.550000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.560000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.570000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.580000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.590000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.600000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.610000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.620000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.630000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.640000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.650000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.660000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.670000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.680000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.690000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.700000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.710000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.720000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.730000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.740000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.750000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.760000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.770000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.780000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.790000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.800000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.810000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.820000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.830000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.840000000000000000e+03 2.222222222222222143e+01 1.111111111111111072e+01 3.444444444444444287e+01 0.000000000000000000e+00 5.555555555555555358e+00 3.030303030303030387e-01 1.515151515151515194e-01 4.696969696969697239e-01 0.000000000000000000e+00 7.575757575757575968e-02
1.850000000000000000e+03 1.754385964912275497e+01 9.356725146198803245e+00 3.157894736842095895e+01 0.000000000000000000e+00 5.847953216374251362e+00 2.727272727272727071e-01 1.454545454545454475e-01 4.909090909090909061e-01 0.000000000000000000e+00 9.090909090909091161e-02
1.860000000000000000e+03 2.091503267973861568e+01 8.823529411764729602e+00 3.169934640522884095e+01 0.000000000000000000e+00 6.862745098039233937e+00 3.062200956937798924e-01 1.291866028708134051e-01 4.641148325358851467e-01 0.000000000000000000e+00 1.004784688995215280e-01
1.870000000000000000e+03 2.245862884160754902e+01 1.111111111111110361e+01 3.711583924349879027e+01 0.000000000000000000e+00 4.491725768321510159e+00 2.987421383647798634e-01 1.477987421383647748e-01 4.937106918238993725e-01 0.000000000000000000e+00 5.974842767295597545e-02
1.880000000000000000e+03 1.851851851851851194e+01 1.205173427395649277e+01 3.480305702527923728e+01 0.000000000000000000e+00 9.700176366843031417e+00 2.466718872357086811e-01 1.605324980422866143e-01 4.635865309318715766e-01 0.000000000000000000e+00 1.292090837901331279e-01
1.890000000000000000e+03 1.865079365079365559e+01 1.213151927437641930e+01 3.469387755102041382e+01 0.000000000000000000e+00 9.863945578231295030e+00 2.475545522949586241e-01 1.610233258088788477e-01 4.604966139954853044e-01 0.000000000000000000e+00 1.309255079006771960e-01
1.900000000000000000e+03 1.800213675213675657e+01 1.196581196581196949e+01 3.579059829059829667e+01 0.000000000000000000e+00 9.882478632478635561e+00 2.379943502824858892e-01 1.581920903954802393e-01 4.731638418079096020e-01 0.000000000000000000e+00 1.306497175141242972e-01
1.910000000000000000e+03 1.821138211382113781e+01 1.219512195121951237e+01 3.620596205962059599e+01 0.000000000000000000e+00 1.008130081300813075e+01 2.374558303886925847e-01 1.590106007067137728e-01 4.720848056537102488e-01 0.000000000000000000e+00 1.314487632508833936e-01
1.920000000000000000e+03 1.811479726171669924e+01 1.221695629278567985e+01 3.628225381779885339e+01 0.000000000000000000e+00 1.011058451816745851e+01 2.361015785861358962e-01 1.592312971859986270e-01 4.728894989704873209e-01 0.000000000000000000e+00 1.317776252573781837e-01
1.930000000000000000e+03 1.753812636165577032e+01 1.198257080610021674e+01 3.605664488017428937e+01 0.000000000000000000e+00 1.029411764705882248e+01 2.311557788944723635e-01 1.579325197415649695e-01 4.752333094041636952e-01 0.000000000000000000e+00 1.356783919597989996e-01
1.940000000000000000e+03 1.731872717788210991e+01 1.168492436098070009e+01 3.594157537819509685e+01 0.000000000000000000e+00 1.017214397496087663e+01 2.305555555555555691e-01 1.555555555555555580e-01 4.784722222222222432e-01 0.000000000000000000e+00 1.354166666666666574e-01
1.950000000000000000e+03 1.738022426095820805e+01 1.172273190621814543e+01 3.537206931702345258e+01 0.000000000000000000e+00 1.019367991845056132e+01 2.327645051194539294e-01 1.569965870307167277e-01 4.737201365187713176e-01 0.000000000000000000e+00 1.365187713310580253e-01
1.960000000000000000e+03 1.743827160493827577e+01 1.177983539094650567e+01 3.595679012345679837e+01 0.000000000000000000e+00 1.028806584362140164e+01 2.310838445807771036e-01 1.561008861622358579e-01 4.764826175869120717e-01 0.000000000000000000e+00 1.363326516700749946e-01
1.970000000000000000e+03 1.696428571428571885e+01 1.185515873015873467e+01 3.521825396825398258e+01 0.000000000000000000e+00 1.006944444444444819e+01 2.289156626506023973e-01 1.599732262382864700e-01 4.752342704149933317e-01 0.000000000000000000e+00 1.358768406961178010e-01
1.980000000000000000e+03 1.688888888888888928e+01 1.180246913580246826e+01 3.525925925925925952e+01 0.000000000000000000e+00 9.728395061728395632e+00 2.292225201072385921e-01 1.601876675603217115e-01 4.785522788203753208e-01 0.000000000000000000e+00 1.320375335120643479e-01
1.990000000000000000e+03 1.686332350049163509e+01 1.189773844641100808e+01 3.505408062930185764e+01 0.000000000000000000e+00 9.636184857423792494e+00 2.295850066934404243e-01 1.619812583668005235e-01 4.772423025435073574e-01 0.000000000000000000e+00 1.311914323962516671e-01
2.000000000000000000e+03 1.694070752366716803e+01 1.175884404583956311e+01 3.532635774788241889e+01 0.000000000000000000e+00 9.666168410563031443e+00 2.298850574712643646e-01 1.595672751859364413e-01 4.793779580797836171e-01 0.000000000000000000e+00 1.311697092630155492e-01
2.010000000000000000e+03 1.701388888888888218e+01 1.165674603174602808e+01 3.536706349206347966e+01 0.000000000000000000e+00 9.771825396825393639e+00 2.305107526881720326e-01 1.579301075268817189e-01 4.791666666666666852e-01 0.000000000000000000e+00 1.323924731182795633e-01
2.020000000000000000e+03 1.701701701701701808e+01 1.171171171171171110e+01 3.558558558558558360e+01 0.000000000000000000e+00 9.759759759759759845e+00 2.297297297297297425e-01 1.581081081081081030e-01 4.804054054054053835e-01 0.000000000000000000e+00 1.317567567567567433e-01
2.030000000000000000e+03 1.703377386196769194e+01 1.184532550171316423e+01 3.607440039158100120e+01 0.000000000000000000e+00 9.887420460107684050e+00 2.275997383911053107e-01 1.582733812949640162e-01 4.820143884892086339e-01 0.000000000000000000e+00 1.321124918247220392e-01
2.040000000000000000e+03 1.683950617283950635e+01 1.165432098765432123e+01 3.619753086419753174e+01 0.000000000000000000e+00 1.002469135802469147e+01 2.253800396563119535e-01 1.559814937210839414e-01 4.844679444811632596e-01 0.000000000000000000e+00 1.341705221414408455e-01
2.050000000000000000e+03 1.749408983451536415e+01 1.158392434988179609e+01 3.683215130023640427e+01 0.000000000000000000e+00 1.044917257683215084e+01 2.291021671826625472e-01 1.517027863777089813e-01 4.823529411764705954e-01 0.000000000000000000e+00 1.368421052631579038e-01
2.060000000000000000e+03 1.732580037664783745e+01 1.153483992467043606e+01 3.700564971751413168e+01 0.000000000000000000e+00 1.040489642184557617e+01 2.271604938271604979e-01 1.512345679012345734e-01 4.851851851851851638e-01 0.000000000000000000e+00 1.364197530864197649e-01
2.070000000000000000e+03 1.716738197424892931e+01 1.149260848831664461e+01 3.686218407248451001e+01 0.000000000000000000e+00 1.034811635670005003e+01 2.262727844123192944e-01 1.514770584538026321e-01 4.858579509742300684e-01 0.000000000000000000e+00 1.363922061596480328e-01
2.080000000000000000e+03 1.707988980716254090e+01 1.134067952249770883e+01 3.705234159779615766e+01 0.000000000000000000e+00 1.042240587695133591e+01 2.250453720508167055e-01 1.494252873563218509e-01 4.882032667876587961e-01 0.000000000000000000e+00 1.373260738052026753e-01
2.090000000000000000e+03 1.680327868852459616e+01 1.120218579234973255e+01 3.615664845173043318e+01 0.000000000000000000e+00 1.061020036429872881e+01 2.247259439707673667e-01 1.498172959805115778e-01 4.835566382460413926e-01 0.000000000000000000e+00 1.419001218026796629e-01
2.100000000000000000e+03 1.691408007197480856e+01 1.151596941070625313e+01 3.616734143049932726e+01 0.000000000000000000e+00 1.043634727845254062e+01 2.254196642685851182e-01 1.534772182254196538e-01 4.820143884892086339e-01 0.000000000000000000e+00 1.390887290167865664e-01
2.110000000000000000e+03 1.668915879442195305e+01 1.129104813315339584e+01 3.652721547458389750e+01 0.000000000000000000e+00 1.048133153396311279e+01 2.225554889022195448e-01 1.505698860227954461e-01 4.871025794841031820e-01 0.000000000000000000e+00 1.397720455908818271e-01
2.120000000000000000e+03 1.620915032679738488e+01 1.119825708061002167e+01 3.633986928104575043e+01 0.000000000000000000e+00 1.050108932461873756e+01 2.183098591549295642e-01 1.508215962441314673e-01 4.894366197183098732e-01 0.000000000000000000e+00 1.414319248826290953e-01
2.130000000000000000e+03 1.614648356221389491e+01 1.140241364960465908e+01 3.578859758635039157e+01 0.000000000000000000e+00 1.036204744069912387e+01 2.190852625635234252e-01 1.547148503670242869e-01 4.856013551665725458e-01 0.000000000000000000e+00 1.405985319028797420e-01
2.140000000000000000e+03 1.613168724279835331e+01 1.139917695473251058e+01 3.588477366255143863e+01 0.000000000000000000e+00 1.024691358024691290e+01 2.189944134078212201e-01 1.547486033519553106e-01 4.871508379888268014e-01 0.000000000000000000e+00 1.391061452513966401e-01
2.150000000000000000e+03 1.577453365774533189e+01 1.111111111111110716e+01 3.613138686131385668e+01 0.000000000000000000e+00 1.034063260340632340e+01 2.150359314538418942e-01 1.514648977335544544e-01 4.925373134328357994e-01 0.000000000000000000e+00 1.409618573797678243e-01
2.160000000000000000e+03 1.577195172700790415e+01 1.115272575946733014e+01 3.616312942155638410e+01 0.000000000000000000e+00 1.040366208905534506e+01 2.146092865232163138e-01 1.517553793884484636e-01 4.920724801812004778e-01 0.000000000000000000e+00 1.415628539071347725e-01
2.170000000000000000e+03 1.581990912845931163e+01 1.115241635687732114e+01 3.585295332507227783e+01 0.000000000000000000e+00 1.045022717885171204e+01 2.158962795941375412e-01 1.521984216459977557e-01 4.892897406989853426e-01 0.000000000000000000e+00 1.426155580608793605e-01
2.180000000000000000e+03 1.630695443645083387e+01 1.091127098321342537e+01 3.573141486810550305e+01 0.000000000000000000e+00 1.063149480415667014e+01 2.216186854970124964e-01 1.482889733840304092e-01 4.856056491037479828e-01 0.000000000000000000e+00 1.444866920152091117e-01
2.190000000000000000e+03 1.612654320987654444e+01 1.111111111111111249e+01 3.557098765432098730e+01 0.000000000000000000e+00 1.072530864197530853e+01 2.193074501573976931e-01 1.511017838405036839e-01 4.837355718782790914e-01 0.000000000000000000e+00 1.458551941238195038e-01
2.200000000000000000e+03 1.571609632446134519e+01 1.102661596958174961e+01 3.612167300380228596e+01 0.000000000000000000e+00 1.047739754964089620e+01 2.142857142857142738e-01 1.503456221198156695e-01 4.925115207373271797e-01 0.000000000000000000e+00 1.428571428571428492e-01
2.210000000000000000e+03 1.536077910579902195e+01 1.071270473660911549e+01 3.634351482957059432e+01 0.000000000000000000e+00 1.009296148738379451e+01 2.118437118437118405e-01 1.477411477411477436e-01 5.012210012210012167e-01 0.000000000000000000e+00 1.391941391941391992e-01
2.220000000000000000e+03 1.546052631578947256e+01 1.107456140350877050e+01 3.570906432748537895e+01 0.000000000000000000e+00 1.056286549707602163e+01 2.123493975903614495e-01 1.521084337349397630e-01 4.904618473895582254e-01 0.000000000000000000e+00 1.450803212851405621e-01
2.230000000000000000e+03 1.536262951053947567e+01 1.132547338335119491e+01 3.594140764558770229e+01 0.000000000000000000e+00 1.046802429439085103e+01 2.101661779081133996e-01 1.549364613880742925e-01 4.916911045943304082e-01 0.000000000000000000e+00 1.432062561094819275e-01
2.240000000000000000e+03 1.538461538461538503e+01 1.147271531886916485e+01 3.520710059171597806e+01 0.000000000000000000e+00 1.094674556213017880e+01 2.107158937415578581e-01 1.571364250337685675e-01 4.822152183701035599e-01 0.000000000000000000e+00 1.499324628545700144e-01
2.250000000000000000e+03 1.540616246498599295e+01 1.176470588235294024e+01 3.563647681294740011e+01 0.000000000000000000e+00 1.123560535325241183e+01 2.080706179066834915e-01 1.588902900378310334e-01 4.812946616225304841e-01 0.000000000000000000e+00 1.517444304329550187e-01
2.260000000000000000e+03 1.530054644808742559e+01 1.171827565270187854e+01 3.615664845173040476e+01 0.000000000000000000e+00 1.120218579234972189e+01 2.057142857142857106e-01 1.575510204081632670e-01 4.861224489795918369e-01 0.000000000000000000e+00 1.506122448979591855e-01
2.270000000000000000e+03 1.535471331389698868e+01 1.169420149011985899e+01 3.611920958859735009e+01 0.000000000000000000e+00 1.081956592160673836e+01 2.075306479859894970e-01 1.580560420315236525e-01 4.881786339754816129e-01 0.000000000000000000e+00 1.462346760070052654e-01
2.280000000000000000e+03 1.543209876543209624e+01 1.179337231968810684e+01 3.609486679662117581e+01 0.000000000000000000e+00 1.085120207927225344e+01 2.080595707402540517e-01 1.590013140604467912e-01 4.866403854577310284e-01 0.000000000000000000e+00 1.462987297415681009e-01
2.290000000000000000e+03 1.522757697456492565e+01 1.171352074966532619e+01 3.591030789825970260e+01 0.000000000000000000e+00 1.080990629183400209e+01 2.067242162653339377e-01 1.590186278964107192e-01 4.875056792367105651e-01 0.000000000000000000e+00 1.467514766015447503e-01
2.300000000000000000e+03 1.531791907514451090e+01 1.165703275529865302e+01 3.664097623635196044e+01 0.000000000000000000e+00 1.082209377007064965e+01 2.057808455565142414e-01 1.566005176876617833e-01 4.922346850733390622e-01 0.000000000000000000e+00 1.453839516824849132e-01
2.310000000000000000e+03 1.510980006555227462e+01 1.130776794493608506e+01 3.638151425762044511e+01 0.000000000000000000e+00 1.071779744346115848e+01 2.055283102987070787e-01 1.538118591172536742e-01 4.948729380294248914e-01 0.000000000000000000e+00 1.457868925546143557e-01
2.320000000000000000e+03 1.498412698412698418e+01 1.139682539682539719e+01 3.650793650793650613e+01 0.000000000000000000e+00 1.019047619047618980e+01 2.050390964378800973e-01 1.559513466550825345e-01 4.995655951346655299e-01 0.000000000000000000e+00 1.394439617723718383e-01
2.330000000000000000e+03 1.513409961685824001e+01 1.143039591315453585e+01 3.703703703703703809e+01 0.000000000000000000e+00 1.031289910600255588e+01 2.047516198704103785e-01 1.546436285097192165e-01 5.010799136069113979e-01 0.000000000000000000e+00 1.395248380129589516e-01
2.340000000000000000e+03 1.485788113695090296e+01 1.149870801033591583e+01 3.775839793281653556e+01 0.000000000000000000e+00 9.980620155038758767e+00 2.005231037489101920e-01 1.551874455100261674e-01 5.095902353966870191e-01 0.000000000000000000e+00 1.346992153443766216e-01
2.350000000000000000e+03 1.498412698412698418e+01 1.149206349206349209e+01 3.819047619047618980e+01 0.000000000000000000e+00 9.841269841269841834e+00 2.011077971878994508e-01 1.542394546229228780e-01 5.125692373242437538e-01 0.000000000000000000e+00 1.320835108649339451e-01
2.360000000000000000e+03 1.479383065785332008e+01 1.167768334907145089e+01 3.871576959395656559e+01 0.000000000000000000e+00 9.883537928863708188e+00 1.970649895178196997e-01 1.555555555555555580e-01 5.157232704402515688e-01 0.000000000000000000e+00 1.316561844863731734e-01
2.370000000000000000e+03 1.471135940409683229e+01 1.185599006828056901e+01 3.882681564245809369e+01 0.000000000000000000e+00 9.683426443202977296e+00 1.959487391484084351e-01 1.579164944191814857e-01 5.171558495245969223e-01 0.000000000000000000e+00 1.289789169078131570e-01
2.380000000000000000e+03 1.456790123456790198e+01 1.166666666666666785e+01 3.833333333333333570e+01 0.000000000000000000e+00 9.629629629629629761e+00 1.963394342762063149e-01 1.572379367720465881e-01 5.166389351081530634e-01 0.000000000000000000e+00 1.297836938435940057e-01
2.390000000000000000e+03 1.449275362318840088e+01 1.153381642512076866e+01 3.843599033816423827e+01 0.000000000000000000e+00 9.601449275362314850e+00 1.956787607011822305e-01 1.557276803913575092e-01 5.189563799429269819e-01 0.000000000000000000e+00 1.296371789645332229e-01
2.400000000000000000e+03 1.453678879952338754e+01 1.152815013404825883e+01 3.830801310694072725e+01 0.000000000000000000e+00 9.711051534107836503e+00 1.962203457981503696e-01 1.556091676718938388e-01 5.170888620828306692e-01 0.000000000000000000e+00 1.310816244471250391e-01
2.410000000000000000e+03 1.425576519916142892e+01 1.174004192872117613e+01 3.854447439353100435e+01 0.000000000000000000e+00 9.973045822102427849e+00 1.913183279742765308e-01 1.575562700964630303e-01 5.172829581993568793e-01 0.000000000000000000e+00 1.338424437299035319e-01
2.420000000000000000e+03 1.445639187574671247e+01 1.182795698924731020e+01 3.888888888888888573e+01 0.000000000000000000e+00 1.021505376344085825e+01 1.917591125198098156e-01 1.568938193343898668e-01 5.158478605388272520e-01 0.000000000000000000e+00 1.354992076069730655e-01
