# key Si O C H F r(Si) r(O) r(C) r(H) r(F)
0.000000000000000000e+00 nan nan nan nan nan nan nan nan nan nan
1.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan
2.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan
3.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan
4.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan
5.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan
6.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan
7.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan
8.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan
9.000000000000000000e+01 nan nan nan nan nan nan nan nan nan nan
1.000000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
1.100000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
1.200000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
1.300000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
1.400000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
1.500000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
1.600000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
1.700000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
1.800000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
1.900000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
2.000000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
2.100000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
2.200000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
2.300000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
2.400000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
2.500000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
2.600000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
2.700000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
2.800000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
2.900000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
3.000000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
3.100000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
3.200000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
3.300000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
3.400000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
3.500000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
3.600000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
3.700000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
3.800000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
3.900000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
4.000000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
4.100000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
4.200000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
4.300000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
4.400000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
4.500000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
4.600000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
4.700000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
4.800000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
4.900000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
5.000000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
5.100000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
5.200000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
5.300000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
5.400000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
5.500000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
5.600000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
5.700000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
5.800000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
5.900000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
6.000000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
6.100000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
6.200000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
6.300000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
6.400000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
6.500000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
6.600000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
6.700000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
6.800000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
6.900000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
7.000000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
7.100000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
7.200000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
7.300000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
7.400000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
7.500000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
7.600000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
7.700000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
7.800000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
7.900000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
8.000000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
8.100000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
8.200000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
8.300000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
8.400000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
8.500000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
8.600000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
8.700000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
8.800000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
8.900000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
9.000000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
9.100000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
9.200000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
9.300000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
9.400000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
9.500000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
9.600000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
9.700000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
9.800000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
9.900000000000000000e+02 nan nan nan nan nan nan nan nan nan nan
1.000000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
1.010000000000000000e+03 nan nan nan nan nan nan nan nan nan nan
